"Suburb","Address","Rooms","Type","Price","Date","Distance","Bedroom","Bathroom","Car","Regionname","Propertycount","Year","Price_thousand"
"Altona North","1/95 Mills St",3,"house,cottage,villa,semi,terrace",588000,2016-05-07,11.1,3,1,1,"Western Metropolitan",5132,"2016",588
"Altona North","5 Binns St",3,"house,cottage,villa,semi,terrace",710000,2016-11-07,11.1,3,1,3,"Western Metropolitan",5132,"2016",710
"Altona North","25 Allan St",4,"house,cottage,villa,semi,terrace",875000,2016-10-08,11.1,3,1,4,"Western Metropolitan",5132,"2016",875
"Altona North","1/256 Mason St",2,"townhouse",640000,2017-03-11,11.1,2,1,1,"Western Metropolitan",5132,"2017",640
"Altona North","21 Allan St",4,"house,cottage,villa,semi,terrace",650000,2016-06-12,11.1,4,1,4,"Western Metropolitan",5132,"2016",650
"Altona North","2/36 May St",3,"house,cottage,villa,semi,terrace",675000,2016-05-14,11.1,3,2,2,"Western Metropolitan",5132,"2016",675
"Altona North","11 Beevers St",3,"house,cottage,villa,semi,terrace",708000,2016-10-15,11.1,3,1,2,"Western Metropolitan",5132,"2016",708
"Altona North","10 Murphy St",4,"house,cottage,villa,semi,terrace",965000,2016-10-15,11.1,4,1,4,"Western Metropolitan",5132,"2016",965
"Altona North","16 Beevers St",3,"house,cottage,villa,semi,terrace",680000,2016-11-19,11.1,3,1,3,"Western Metropolitan",5132,"2016",680
"Altona North","21 Neal Ct",3,"house,cottage,villa,semi,terrace",770000,2016-11-19,11.1,3,1,3,"Western Metropolitan",5132,"2016",770
"Altona North","31 Duosa Rd",3,"house,cottage,villa,semi,terrace",923000,2016-05-22,11.1,3,1,2,"Western Metropolitan",5132,"2016",923
"Altona North","252 Millers Rd",4,"house,cottage,villa,semi,terrace",693000,2016-05-22,11.1,4,2,4,"Western Metropolitan",5132,"2016",693
"Altona North","1/156 Chambers Rd",3,"house,cottage,villa,semi,terrace",620000,2016-08-22,11.1,5,2,2,"Western Metropolitan",5132,"2016",620
"Altona North","2 Gadsden St",3,"house,cottage,villa,semi,terrace",728500,2016-08-22,11.1,3,1,1,"Western Metropolitan",5132,"2016",728.5
"Altona North","24 Hansen St",3,"house,cottage,villa,semi,terrace",931000,2016-08-22,11.1,3,2,1,"Western Metropolitan",5132,"2016",931
"Altona North","4 Prismall St",3,"house,cottage,villa,semi,terrace",988000,2016-08-22,11.1,3,1,4,"Western Metropolitan",5132,"2016",988
"Altona North","122 McIntosh Rd",3,"house,cottage,villa,semi,terrace",590000,2016-04-23,11.1,3,1,2,"Western Metropolitan",5132,"2016",590
"Altona North","35 May St",2,"house,cottage,villa,semi,terrace",610000,2016-09-24,11.1,2,1,2,"Western Metropolitan",5132,"2016",610
"Altona North","6 Hill St",3,"house,cottage,villa,semi,terrace",815000,2017-02-25,11.1,3,2,3,"Western Metropolitan",5132,"2017",815
"Altona North","84 May St",4,"house,cottage,villa,semi,terrace",970000,2017-02-25,11.1,4,1,2,"Western Metropolitan",5132,"2017",970
"Altona North","155 Chambers Rd",4,"house,cottage,villa,semi,terrace",760000,2016-06-27,11.1,4,1,3,"Western Metropolitan",5132,"2016",760
"Altona North","268d Mason St",4,"townhouse",847500,2016-06-27,11.1,4,3,1,"Western Metropolitan",5132,"2016",847.5
"Altona North","5 Cresser St",4,"house,cottage,villa,semi,terrace",1200000,2016-11-27,11.1,4,1,4,"Western Metropolitan",5132,"2016",1200
"Altona North","107 McIntosh Rd",3,"house,cottage,villa,semi,terrace",7e+05,2016-11-27,11.1,3,1,1,"Western Metropolitan",5132,"2016",700
"Altona North","10 Knapp St",3,"house,cottage,villa,semi,terrace",625000,2016-05-28,11.1,3,1,1,"Western Metropolitan",5132,"2016",625
"Altona North","4/221 Blackshaws Rd",2,"unit,duplex",292000,2016-08-28,11.1,2,1,1,"Western Metropolitan",5132,"2016",292
"Armadale","8/19 Mercer Rd",2,"unit,duplex",599000,2016-09-03,6.3,2,1,1,"Southern Metropolitan",4836,"2016",599
"Armadale","1/42 Adelaide St",2,"unit,duplex",550000,2016-12-03,6.3,2,1,0,"Southern Metropolitan",4836,"2016",550
"Armadale","14/71 Denbigh Rd",3,"unit,duplex",995000,2016-12-03,6.3,3,2,2,"Southern Metropolitan",4836,"2016",995
"Armadale","4/769 High St",3,"townhouse",1205000,2016-12-03,6.3,3,2,2,"Southern Metropolitan",4836,"2016",1205
"Armadale","7 Llaneast St",3,"house,cottage,villa,semi,terrace",1939000,2016-12-03,6.3,3,2,2,"Southern Metropolitan",4836,"2016",1939
"Armadale","9/55 Northcote Rd",1,"unit,duplex",421500,2016-12-03,6.3,1,1,0,"Southern Metropolitan",4836,"2016",421.5
"Armadale","28 Cambridge St",3,"house,cottage,villa,semi,terrace",1870000,2017-03-04,6.3,3,1,1,"Southern Metropolitan",4836,"2017",1870
"Armadale","3/16 Fulton St",2,"unit,duplex",678000,2017-03-04,6.3,2,1,2,"Southern Metropolitan",4836,"2017",678
"Armadale","3/20 Mercer Rd",3,"townhouse",1918000,2017-03-04,6.3,3,2,2,"Southern Metropolitan",4836,"2017",1918
"Armadale","1/77 Wattletree Rd",2,"unit,duplex",660000,2017-03-04,6.3,2,1,1,"Southern Metropolitan",4836,"2017",660
"Armadale","12 Willis St",3,"house,cottage,villa,semi,terrace",2050000,2017-03-04,6.3,3,2,1,"Southern Metropolitan",4836,"2017",2050
"Armadale","8/71 Denbigh Rd",2,"unit,duplex",7e+05,2016-06-04,6.3,2,1,2,"Southern Metropolitan",4836,"2016",700
"Armadale","11/17 Myamyn St",2,"unit,duplex",3625000,2016-06-04,6.3,3,2,2,"Southern Metropolitan",4836,"2016",3625
"Armadale","526 Orrong Rd",4,"house,cottage,villa,semi,terrace",3e+06,2016-06-04,6.3,4,2,2,"Southern Metropolitan",4836,"2016",3000
"Armadale","553 Dandenong Rd",5,"house,cottage,villa,semi,terrace",1525000,2016-05-07,6.3,8,2,2,"Southern Metropolitan",4836,"2016",1525
"Armadale","9/19 Mercer Rd",3,"unit,duplex",735000,2016-05-07,6.3,3,2,1,"Southern Metropolitan",4836,"2016",735
"Armadale","6/26 Mercer Rd",2,"unit,duplex",825000,2016-05-07,6.3,2,1,1,"Southern Metropolitan",4836,"2016",825
"Armadale","538a Orrong Rd",3,"townhouse",1586000,2016-05-07,6.3,2,2,2,"Southern Metropolitan",4836,"2016",1586
"Armadale","18/41 Kooyong Rd",2,"unit,duplex",645000,2016-10-08,6.3,3,1,1,"Southern Metropolitan",4836,"2016",645
"Armadale","10 William St",1,"house,cottage,villa,semi,terrace",1435000,2016-10-08,6.3,2,2,1,"Southern Metropolitan",4836,"2016",1435
"Armadale","15/405 Dandenong Rd",1,"unit,duplex",280000,2016-09-10,6.3,1,1,1,"Southern Metropolitan",4836,"2016",280
"Armadale","1/2 Armadale St",1,"unit,duplex",4e+05,2016-12-10,6.3,1,1,1,"Southern Metropolitan",4836,"2016",400
"Armadale","4/20 Mercer Rd",2,"house,cottage,villa,semi,terrace",1780000,2016-12-10,6.3,2,2,2,"Southern Metropolitan",4836,"2016",1780
"Armadale","8/58 Sutherland Rd",2,"unit,duplex",592500,2016-12-10,6.3,2,1,1,"Southern Metropolitan",4836,"2016",592.5
"Armadale","40 New St",2,"house,cottage,villa,semi,terrace",1210000,2016-11-12,6.3,2,1,0,"Southern Metropolitan",4836,"2016",1210
"Armadale","35 Northcote Rd",4,"house,cottage,villa,semi,terrace",2801000,2016-11-12,6.3,4,2,2,"Southern Metropolitan",4836,"2016",2801
"Armadale","7/53 Wattletree Rd",1,"unit,duplex",390000,2016-05-14,6.3,1,1,0,"Southern Metropolitan",4836,"2016",390
"Armadale","791 High St",3,"house,cottage,villa,semi,terrace",1800000,2016-10-15,6.3,3,2,2,"Southern Metropolitan",4836,"2016",1800
"Armadale","25 Llaneast St",4,"house,cottage,villa,semi,terrace",2200000,2016-10-15,6.3,4,1,2,"Southern Metropolitan",4836,"2016",2200
"Armadale","8/569 Orrong Rd",1,"unit,duplex",324000,2016-04-16,6.3,1,1,1,"Southern Metropolitan",4836,"2016",324
"Armadale","367 Dandenong Rd",6,"house,cottage,villa,semi,terrace",5525000,2016-09-17,6.3,5,3,4,"Southern Metropolitan",4836,"2016",5525
"Armadale","34a Rose St",2,"house,cottage,villa,semi,terrace",1125000,2016-09-17,6.3,3,1,2,"Southern Metropolitan",4836,"2016",1125
"Armadale","42 Rose St",3,"house,cottage,villa,semi,terrace",2250000,2016-09-17,6.3,3,3,1,"Southern Metropolitan",4836,"2016",2250
"Armadale","12 Auburn Gr",3,"house,cottage,villa,semi,terrace",2360000,2017-03-18,6.3,3,2,0,"Southern Metropolitan",4836,"2017",2360
"Armadale","31 Hume St",2,"house,cottage,villa,semi,terrace",1900000,2017-03-18,6.3,2,2,0,"Southern Metropolitan",4836,"2017",1900
"Armadale","10/581 Orrong Rd",1,"unit,duplex",440000,2017-03-18,6.3,1,1,1,"Southern Metropolitan",4836,"2017",440
"Armadale","7/579 Dandenong Rd",2,"unit,duplex",490000,2016-06-18,6.3,2,1,1,"Southern Metropolitan",4836,"2016",490
"Armadale","19 Glassford St",3,"house,cottage,villa,semi,terrace",2365000,2016-06-18,6.3,3,2,1,"Southern Metropolitan",4836,"2016",2365
"Armadale","14 New St",3,"house,cottage,villa,semi,terrace",1300000,2016-06-18,6.3,2,1,2,"Southern Metropolitan",4836,"2016",1300
"Armadale","7/501 Orrong Rd",3,"unit,duplex",732000,2016-06-18,6.3,3,2,2,"Southern Metropolitan",4836,"2016",732
"Armadale","6/51 Armadale St",2,"unit,duplex",704000,2016-11-19,6.3,2,1,1,"Southern Metropolitan",4836,"2016",704
"Armadale","12/41 Kooyong Rd",2,"unit,duplex",620000,2016-11-19,6.3,3,1,1,"Southern Metropolitan",4836,"2016",620
"Armadale","63 Denbigh Rd",3,"house,cottage,villa,semi,terrace",1900000,2016-05-22,6.3,3,1,2,"Southern Metropolitan",4836,"2016",1900
"Armadale","13/56 Sutherland Rd",1,"unit,duplex",315000,2016-08-22,6.3,1,1,1,"Southern Metropolitan",4836,"2016",315
"Armadale","7/22 Derby St",1,"unit,duplex",450000,2016-09-24,6.3,1,1,1,"Southern Metropolitan",4836,"2016",450
"Armadale","10/51 Armadale St",2,"unit,duplex",710000,2017-02-25,6.3,2,1,1,"Southern Metropolitan",4836,"2017",710
"Armadale","2/377 Dandenong Rd",2,"unit,duplex",872000,2017-02-25,6.3,2,1,1,"Southern Metropolitan",4836,"2017",872
"Armadale","1/14 Denbigh Rd",2,"unit,duplex",598000,2017-02-25,6.3,2,1,1,"Southern Metropolitan",4836,"2017",598
"Armadale","75 Sutherland Rd",3,"house,cottage,villa,semi,terrace",1285000,2017-02-25,6.3,3,1,2,"Southern Metropolitan",4836,"2017",1285
"Armadale","61 Union St",4,"house,cottage,villa,semi,terrace",3660000,2017-02-25,6.3,4,3,2,"Southern Metropolitan",4836,"2017",3660
"Armadale","1/403 Dandenong Rd",2,"unit,duplex",520000,2016-06-27,6.3,1,1,1,"Southern Metropolitan",4836,"2016",520
"Armadale","44 Denbigh Rd",4,"house,cottage,villa,semi,terrace",3625000,2016-11-27,6.3,4,1,2,"Southern Metropolitan",4836,"2016",3625
"Armadale","44 Hampden Rd",4,"house,cottage,villa,semi,terrace",4200000,2016-11-27,6.3,4,3,3,"Southern Metropolitan",4836,"2016",4200
"Armadale","3/769 High St",3,"townhouse",1101000,2016-11-27,6.3,3,1,2,"Southern Metropolitan",4836,"2016",1101
"Armadale","4 Mercer Rd",3,"house,cottage,villa,semi,terrace",3512500,2016-11-27,6.3,3,2,2,"Southern Metropolitan",4836,"2016",3512.5
"Armadale","17 Kooyong Rd",4,"house,cottage,villa,semi,terrace",2e+06,2016-05-28,6.3,4,3,4,"Southern Metropolitan",4836,"2016",2000
"Armadale","1/31 Mercer Rd",3,"unit,duplex",869000,2016-05-28,6.3,2,1,1,"Southern Metropolitan",4836,"2016",869
"Armadale","16 Llaneast St",5,"house,cottage,villa,semi,terrace",2810000,2016-08-28,6.3,5,2,2,"Southern Metropolitan",4836,"2016",2810
"Armadale","2/532 Orrong Rd",2,"unit,duplex",565000,2016-08-28,6.3,3,1,1,"Southern Metropolitan",4836,"2016",565
"Armadale","5/555 Orrong Rd",1,"unit,duplex",567000,2016-08-28,6.3,1,1,1,"Southern Metropolitan",4836,"2016",567
"Armadale","3/50 Denbigh Rd",2,"unit,duplex",546000,2016-07-30,6.3,2,0,0,"Southern Metropolitan",4836,"2016",546
"Armadale","7/844 Malvern Rd",2,"unit,duplex",471500,2016-07-30,6.3,2,1,1,"Southern Metropolitan",4836,"2016",471.5
"Ascot Vale","2/43 Roxburgh St",2,"unit,duplex",455000,2016-09-03,5.9,3,1,2,"Western Metropolitan",6567,"2016",455
"Ascot Vale","30 Rothwell St",3,"house,cottage,villa,semi,terrace",940000,2016-12-03,5.9,3,1,2,"Western Metropolitan",6567,"2016",940
"Ascot Vale","9/5 Rothwell St",2,"unit,duplex",467000,2016-12-03,5.9,2,1,1,"Western Metropolitan",6567,"2016",467
"Ascot Vale","7 Francis St",3,"house,cottage,villa,semi,terrace",1380000,2017-03-04,5.9,3,2,2,"Western Metropolitan",6567,"2017",1380
"Ascot Vale","2/21 Harold St",2,"unit,duplex",490000,2017-03-04,5.9,2,1,1,"Western Metropolitan",6567,"2017",490
"Ascot Vale","44 The Parade",4,"house,cottage,villa,semi,terrace",1850000,2017-03-04,5.9,4,3,1,"Western Metropolitan",6567,"2017",1850
"Ascot Vale","97 Walter St",3,"house,cottage,villa,semi,terrace",1284000,2017-03-04,5.9,3,1,2,"Western Metropolitan",6567,"2017",1284
"Ascot Vale","98 Epsom Rd",3,"house,cottage,villa,semi,terrace",971000,2016-06-04,5.9,3,2,2,"Western Metropolitan",6567,"2016",971
"Ascot Vale","8 Geddes St",2,"house,cottage,villa,semi,terrace",710000,2016-06-04,5.9,2,1,1,"Western Metropolitan",6567,"2016",710
"Ascot Vale","119 Roseberry St",2,"house,cottage,villa,semi,terrace",750000,2016-06-04,5.9,2,1,1,"Western Metropolitan",6567,"2016",750
"Ascot Vale","10 Fenton St",2,"house,cottage,villa,semi,terrace",1053000,2016-08-06,5.9,2,1,1,"Western Metropolitan",6567,"2016",1053
"Ascot Vale","10 McCully St",3,"house,cottage,villa,semi,terrace",1377000,2016-08-06,5.9,3,1,1,"Western Metropolitan",6567,"2016",1377
"Ascot Vale","120 Epsom Rd",3,"house,cottage,villa,semi,terrace",970000,2016-05-07,5.9,3,1,2,"Western Metropolitan",6567,"2016",970
"Ascot Vale","47 Hurtle St",2,"house,cottage,villa,semi,terrace",940000,2016-05-07,5.9,2,1,1,"Western Metropolitan",6567,"2016",940
"Ascot Vale","63 Kent St",2,"house,cottage,villa,semi,terrace",751000,2016-05-07,5.9,2,1,1,"Western Metropolitan",6567,"2016",751
"Ascot Vale","4 The Parade",2,"house,cottage,villa,semi,terrace",950000,2016-05-07,5.9,2,1,1,"Western Metropolitan",6567,"2016",950
"Ascot Vale","1/17 Epsom Rd",2,"unit,duplex",685000,2016-11-07,5.9,2,1,2,"Western Metropolitan",6567,"2016",685
"Ascot Vale","41 Monash St",3,"house,cottage,villa,semi,terrace",1230000,2016-10-08,5.9,4,1,2,"Western Metropolitan",6567,"2016",1230
"Ascot Vale","2/78 Ormond Rd",2,"house,cottage,villa,semi,terrace",636500,2016-10-08,5.9,2,1,1,"Western Metropolitan",6567,"2016",636.5
"Ascot Vale","83 Roseberry St",3,"house,cottage,villa,semi,terrace",910000,2016-10-08,5.9,3,1,0,"Western Metropolitan",6567,"2016",910
"Ascot Vale","51 Francis St",2,"house,cottage,villa,semi,terrace",770000,2016-09-10,5.9,2,1,1,"Western Metropolitan",6567,"2016",770
"Ascot Vale","33 Dalgety Dr",3,"house,cottage,villa,semi,terrace",960000,2016-12-10,5.9,3,2,2,"Western Metropolitan",6567,"2016",960
"Ascot Vale","12 Mirams St",4,"house,cottage,villa,semi,terrace",890000,2016-12-10,5.9,4,1,1,"Western Metropolitan",6567,"2016",890
"Ascot Vale","2 The Parade",2,"house,cottage,villa,semi,terrace",965000,2016-12-10,5.9,2,1,1,"Western Metropolitan",6567,"2016",965
"Ascot Vale","78 The Parade",3,"house,cottage,villa,semi,terrace",1440000,2017-02-11,5.9,3,1,1,"Western Metropolitan",6567,"2017",1440
"Ascot Vale","11 Ascot St",2,"house,cottage,villa,semi,terrace",955000,2017-03-11,5.9,2,1,0,"Western Metropolitan",6567,"2017",955
"Ascot Vale","24/54 Epsom Rd",2,"unit,duplex",450000,2016-11-12,5.9,2,1,1,"Western Metropolitan",6567,"2016",450
"Ascot Vale","2 Farncomb St",3,"house,cottage,villa,semi,terrace",801000,2016-11-12,5.9,3,1,2,"Western Metropolitan",6567,"2016",801
"Ascot Vale","26 Newsom St",3,"house,cottage,villa,semi,terrace",1e+06,2016-11-12,5.9,3,2,2,"Western Metropolitan",6567,"2016",1000
"Ascot Vale","8 Pentland St",3,"house,cottage,villa,semi,terrace",1435000,2016-11-12,5.9,3,2,2,"Western Metropolitan",6567,"2016",1435
"Ascot Vale","8/129 The Parade",1,"unit,duplex",390000,2016-11-12,5.9,1,1,1,"Western Metropolitan",6567,"2016",390
"Ascot Vale","52 Monash St",3,"house,cottage,villa,semi,terrace",1425000,2016-08-13,5.9,3,2,2,"Western Metropolitan",6567,"2016",1425
"Ascot Vale","58 Fenton St",4,"house,cottage,villa,semi,terrace",1340000,2016-05-14,5.9,3,2,2,"Western Metropolitan",6567,"2016",1340
"Ascot Vale","70 Munro St",3,"house,cottage,villa,semi,terrace",955000,2016-05-14,5.9,3,1,1,"Western Metropolitan",6567,"2016",955
"Ascot Vale","125 Epsom Rd",4,"house,cottage,villa,semi,terrace",1100000,2016-10-15,5.9,4,2,5,"Western Metropolitan",6567,"2016",1100
"Ascot Vale","33 Hockey La",3,"house,cottage,villa,semi,terrace",1255000,2016-10-15,5.9,3,2,2,"Western Metropolitan",6567,"2016",1255
"Ascot Vale","3/28 Ormond Rd",2,"unit,duplex",432000,2016-10-15,5.9,2,1,1,"Western Metropolitan",6567,"2016",432
"Ascot Vale","7 Angler Pde",4,"house,cottage,villa,semi,terrace",1640000,2016-04-16,5.9,4,3,2,"Western Metropolitan",6567,"2016",1640
"Ascot Vale","26 Ayr St",6,"house,cottage,villa,semi,terrace",1430000,2016-04-16,5.9,4,2,1,"Western Metropolitan",6567,"2016",1430
"Ascot Vale","2/127 Epsom Rd",2,"unit,duplex",610000,2016-04-16,5.9,2,1,1,"Western Metropolitan",6567,"2016",610
"Ascot Vale","57 The Parade",3,"house,cottage,villa,semi,terrace",940000,2016-04-16,5.9,3,3,1,"Western Metropolitan",6567,"2016",940
"Ascot Vale","62 Mirams St",3,"house,cottage,villa,semi,terrace",890000,2016-07-16,5.9,3,1,1,"Western Metropolitan",6567,"2016",890
"Ascot Vale","67 Hurtle St",3,"house,cottage,villa,semi,terrace",1180000,2016-09-17,5.9,3,2,2,"Western Metropolitan",6567,"2016",1180
"Ascot Vale","95 Walter St",4,"house,cottage,villa,semi,terrace",1480000,2016-09-17,5.9,4,2,2,"Western Metropolitan",6567,"2016",1480
"Ascot Vale","15 Bayview Tce",2,"house,cottage,villa,semi,terrace",1150000,2017-03-18,5.9,2,1,1,"Western Metropolitan",6567,"2017",1150
"Ascot Vale","57 Monash St",3,"house,cottage,villa,semi,terrace",1350000,2017-03-18,5.9,3,1,3,"Western Metropolitan",6567,"2017",1350
"Ascot Vale","54 South St",5,"house,cottage,villa,semi,terrace",1905000,2017-03-18,5.9,5,2,2,"Western Metropolitan",6567,"2017",1905
"Ascot Vale","3/8 Walter St",2,"townhouse",865000,2017-03-18,5.9,2,2,1,"Western Metropolitan",6567,"2017",865
"Ascot Vale","2/225 Maribyrnong Rd",2,"townhouse",705000,2016-06-18,5.9,2,2,1,"Western Metropolitan",6567,"2016",705
"Ascot Vale","12/9 Milton St",2,"unit,duplex",442000,2016-06-18,5.9,2,1,1,"Western Metropolitan",6567,"2016",442
"Ascot Vale","107/8 Burrowes St",2,"unit,duplex",540000,2016-11-19,5.9,2,2,1,"Western Metropolitan",6567,"2016",540
"Ascot Vale","21A Geddes St",3,"house,cottage,villa,semi,terrace",1037500,2016-11-19,5.9,3,1,2,"Western Metropolitan",6567,"2016",1037.5
"Ascot Vale","1/20 Newsom St",3,"townhouse",1050000,2016-11-19,5.9,3,2,2,"Western Metropolitan",6567,"2016",1050
"Ascot Vale","4/27 Roseberry St",2,"unit,duplex",440000,2016-11-19,5.9,2,1,1,"Western Metropolitan",6567,"2016",440
"Ascot Vale","126 The Parade",2,"house,cottage,villa,semi,terrace",1010000,2016-11-19,5.9,2,1,1,"Western Metropolitan",6567,"2016",1010
"Ascot Vale","43 Bloomfield Rd",4,"house,cottage,villa,semi,terrace",1430000,2016-05-22,5.9,4,2,0,"Western Metropolitan",6567,"2016",1430
"Ascot Vale","6/17 Geddes St",2,"unit,duplex",570000,2016-05-22,5.9,2,1,1,"Western Metropolitan",6567,"2016",570
"Ascot Vale","1/60 The Parade",2,"unit,duplex",690000,2016-05-22,5.9,2,1,1,"Western Metropolitan",6567,"2016",690
"Ascot Vale","45 Bloomfield Rd",3,"house,cottage,villa,semi,terrace",1291000,2016-04-23,5.9,3,1,2,"Western Metropolitan",6567,"2016",1291
"Ascot Vale","21 Middle St",3,"house,cottage,villa,semi,terrace",1130000,2016-04-23,5.9,3,2,1,"Western Metropolitan",6567,"2016",1130
"Ascot Vale","78 Francis St",3,"house,cottage,villa,semi,terrace",1135000,2016-09-24,5.9,3,1,1,"Western Metropolitan",6567,"2016",1135
"Ascot Vale","25 Geddes St",4,"house,cottage,villa,semi,terrace",950000,2016-09-24,5.9,4,2,1,"Western Metropolitan",6567,"2016",950
"Ascot Vale","106/246 Union Rd",3,"unit,duplex",790000,2016-09-24,5.9,3,2,1,"Western Metropolitan",6567,"2016",790
"Ascot Vale","18/54 Epsom Rd",2,"unit,duplex",390000,2017-02-25,5.9,2,1,1,"Western Metropolitan",6567,"2017",390
"Ascot Vale","15 Mirams St",4,"house,cottage,villa,semi,terrace",1345000,2017-02-25,5.9,4,1,1,"Western Metropolitan",6567,"2017",1345
"Ascot Vale","44 Walter St",3,"house,cottage,villa,semi,terrace",1381500,2017-02-25,5.9,3,2,2,"Western Metropolitan",6567,"2017",1381.5
"Ascot Vale","25 Dalgety Dr",3,"house,cottage,villa,semi,terrace",940000,2016-07-26,5.9,3,2,2,"Western Metropolitan",6567,"2016",940
"Ascot Vale","7 Dalgety Dr",3,"house,cottage,villa,semi,terrace",995000,2016-07-26,5.9,3,2,1,"Western Metropolitan",6567,"2016",995
"Ascot Vale","37 Epsom Rd",3,"house,cottage,villa,semi,terrace",1050000,2016-07-26,5.9,3,1,3,"Western Metropolitan",6567,"2016",1050
"Ascot Vale","6 Waller Ct",3,"house,cottage,villa,semi,terrace",786000,2016-07-26,5.9,3,2,1,"Western Metropolitan",6567,"2016",786
"Ascot Vale","17 Ascot St",2,"house,cottage,villa,semi,terrace",705000,2016-06-27,5.9,2,1,3,"Western Metropolitan",6567,"2016",705
